"ID","Category","Title","Ingredients","Method","Date"
"6833","pasta","Rigatoni al sugo di zucca  di Vito","rigatoni-zucca mantovana-cipolla-rosmarino-olio-2 pomodori-sale-pepe-parmigiano","Tagliare a pezzettini la zucca e tritare la cipolla. In un tegame rosolare con un goccio di olio prima la cipolla poi unire la zucca, rosolare un po' ed unire la dadolata di pomodoro, un trito di rosmarino, sale e pepe, aggiungere un goccio di acqua e lasciare cuocere sino a che la zucca si disfa. Intanto cuocere al dente i rigatoni, scolare e buttare nel sugo, amalgamare bene e servire con una bella grattata di parmigiano. N.B. Volendo per impreziosire il piatto si pu&#242; guarnire con fettine sottilissime di zucca fritte.","26/4/2015"
"6834","contorni","Cardo in umido   di Vito","cardi-farina-sale","Tagliare a pezzi il cardo (ca. cm. 7), pulire dai filamenti poi cuocere in acqua con farina.","26/4/2015"
"6835","contorni","Cardo in umido   di Vito","cardi-farina-sale","Tagliare a pezzi il cardo (ca. cm. 7), pulire dai filamenti poi sbianchire nell' acqua con la farina, cuocere per qualche minuto. In un tegame rosolare con l'olio un trito di sedano, carota e cipolla poi unire la passata di pomodoro ed il sale aromatico. Scolare i cardi e finire la cottura nel sugo. Volendo in questo sugo con i cardi si possono anche aggiungere le costine di maiale, precedentemente fritte in olio profondo; ma allora il tutto nel sugo dovr&#224; cuocere per almeno 45 minuti.","26/4/2015"
"6836","desserts","Crostata alla crema e amarene  di Anna Moroni","x pasta frolla Milano: 500 farina-200 burro-200 zucchero-3 uova-1/2 b. lievito-scorza di limone-x farcia: 1 lt. crema pasticcera-amarene sciroppate","Per fare la pasta frolla lavorare tutti gli ingredienti all'interno di un mixer; lasciare riposare in frigo per 30 minuti poi foderare uno stampo di cm. 26 con 2/3 di pasta frolla. Versare all'interno la crema pasticcera fredda e sopra mettere tutte le amarene. Decorare con la rimanente pasta frolla tagliata a listelli e disposta a graticcio. Cuocere in forno caldo e statico a 180&#176; per ca. 50/55 minuti.","28/4/2015"
"6837","antipasti stuzzichini","Peperoni farciti al forno","1 peperone giallo-1 peperone rosso-olive verdi-capperi-tonno sott'olio-basilico-pan pesto-parmigiano-olio","Grigliare i peperoni, poi spellare e tagliare a falde. Per il ripieno tritare le olive con i capperi, il tonno, un po' di pan pesto e di parmigiano grattugiato; con questo impasto farcire i peperoni, arrotolare ad involtino, posare in una teglia con un filo di olio. Passare in forno caldo a 200&#176; per 10 o 15 minuti.","29/4/2015"
"6838","antipasti stuzzichini","Involtini di peperoni al forno","1 peperone giallo-1 peperone rosso-olive verdi-capperi-tonno sott'olio-basilico-pan pesto-parmigiano-olio","Grigliare i peperoni, poi spellare e tagliare a falde. Per il ripieno tritare le olive con i capperi, il tonno, un po' di pan pesto e di parmigiano grattugiato; con questo impasto farcire i peperoni, arrotolare ad involtino, posare in una teglia con un filo di olio. Passare in forno caldo a 200&#176; per 10 o 15 minuti.","29/4/2015"
"6839","riso","Risotto al sottobosco   di  Simone Rugiati","riso Carnaroli-funghi misti (porcini-galletti-chiodini)-1 scalogno-brodo vegetale-mirtilli-olio-burro-pecorino-parmigiano-sale-pepe-burro","Pulire i funghi. Affettare sottilmente la cappella del fungo porcino, condire con sale, pepe ed un filo di olio, e tenere da parte. Affettare la parte migliore degli altri funghi per il riso. Per fare la crema usare i gambi, tagliare a pezzetti e rosolare in tegame con un filo di olio, sale, pepe e cuocere con un goccio di brodo vegetale; poi frullare il tutto aggiungendo abbondante pecorino e grana grattugiati. Per quanto concerne il risotto, per prima cosa rosolare con un filo di olio prima lo scalogno tritato, poi i funghi affettati e quindi il riso. Quando il riso &#232; ben tostato, cuocere iniziando ad aggiungere il brodo vegetale caldo, poco per volta. Quando il riso &#232; cotto, al dente, unire una parte della crema di funghi ed amalgamare bene poi, spegnere il fuoco e mantecare con un bel pezzetto di burro freddo. Servire questo risotto ricoprendolo con ancora un po' di crema di funghi e sopra guarnire con le fettine di porcino marinato in precedenza, qualche mirtillo, tagliato a met&#224;, disposto qua e l&#224; ed una grattatina di pepe nero.","30/4/2015"
"6840","secondi di carne","Medaglioni di maiale e nocciole su crema di gorgonzola","filetto di maiale-olio-sale-pepe-granella di nocciole-vino bianco-x crema al gorgonzola: 200 panna-200 gorgonzola dolce- contorno: spinaci-aglio-olio-sale","Tagliare a fette spesse il filetto di maiale; passare nella granella di nocciole. In padella con un filo di olio rosolare i medaglioni di maiale, salare, pepare e poi sfumare con il vino bianco. Portare a cottura per ca. 5 minuti (dipende dallo spesso della carne). Intanto sciogliere il gorgonzola nella panna su fuoco dolce poi con un minipimer frullare per rendere liscia la crema. Servire i filetti con sopra il suo sughino e sotto a specchio la crema di gorgonzola. Come contorno si possono servire degli spinacini appena appassiti in padella con uno spicchio di aglio ed un filo di olio.","4/5/2015"
"6841","desserts","Biscotti romagnoli bicolore","100 burro-50 strutto-250 zucchero-500 farina-3 uova-15 ammoniaca-x met&#224; impasto:25 cacao-25 latte","In un mixer impastare tutti gli ingredienti, poi levare met&#224; impasto e aggiungere al mixer il cacao ed il latte, ed impastare. Fare 2 panetti e lasciare riposare per un oretta. Stendere i 2 panetti distinti, di uno spessore di 1 dito, quindi posare quello al cacao sopra quello bianco. Arrotolare a salsicciotto, con la parte al cacao verso l'interno. Tagliare a rondelle spesse e posare su una teglia da forno, distanziate. Cuocere in forno caldo statico a 180&#176; per ca. 20/25 minuti, a seconda dello spessore dei biscotti.","5/5/2015"
"6842","secondi di carne","Scaloppine alla Sorrentina","fettine di magatello di vitello-provola-sugo di pomodoro-aglio-basilico-sale-pepe-olio-farina","Preparare in anticipo il sugo di pomodoro con uno spicchio di aglio e il basilico. In una padella con un filo di olio rosolare le fettine di carne, sottili, dopo averle infarinate, salare e pepare; posare le fettine su una teglia da forno ricoprire ogni fettina di carne con un po' di sugo di pomodoro e poi con le fettine di provolone. Passare in forno caldo a 200&#176; per ca. 6 o 7 minuti (deve solo sciogliersi il formaggio).","5/5/2015"
"6843","antipasti stuzzichini","Funghi su crema di parmigiano","funghi misti o porcini-250 panna-250 parmigiano-pepe-sale-olio","Pulire ed affettare i funghi sottilmente, rosolare in padella calda con un filo di olio a fuoco vivo. Alla fine salare e pepare. Intanto preparare la crema sciogliendo nella panna il parmigiano grattugiato, pepare. In una fondina servire la salsa di parmigiano con sopra i funghi rosolati (devono restare croccanti). Volendo si pu&#242; frullare una parte dei funghi con la panna ed il parmigiano per rendere la crema pi&#249; saporita. Accompagnare questi funghi con un uovo poch&#233; o scaglie di parmigiano.","5/5/2015"
"6844","secondi di carne","Carne salada del Trentino","1 kg. di sotto filetto o fesa o coscia o magatello di manzo-300 sale grosso-2 c. zucchero-1 b. vino bianco aromatico-20 gr. nitrato di potassio-trito di : rosmarino-aglio-scorza di limone-pepe-ginepro-alloro","In un coccio stendere un po' di sale e aromi sul fondo, adagiare il pezzo di carne e poi ricoprire con tutto il resto. Coprire con una pellicola e tenere in fresco per 8 gg. Se si vuole marinare per altri 8 gg. unire anche il vino bianco. Ogni giorno rigirare la carne. Prima di consumare lavare velocemente ed asciugare bene. Tagliare a fettine sottili o a straccetti. Servire con verdure fresche, salsine o anche alla pizzaiola con burrata o mozzarella e pomodorini. N.B. La marinatura pu&#242; anche essere di soli 2 o 3 giorni.","8/5/2015"
"6845","antipasti stuzzichini","Strudel di erbe di campo  di Igles Corelli","erbe di campo-pasta fillo-uova-olio-prosciutto crudo o pancetta-semi di chia-parmigiano","Scottare le erbe, scolare, strizzare e ripassare in padella con l'aglio ed un filo di olio, poi tritare grossolanamente. In un'altra padella rosolare il prosciutto tagliato a pezzettini. Riunire gli ingredienti in una ciotola, unire il parmigiano grattugiato, l'uovo, sale e pepe. Stendere la pasta fillo in 2 o 3 strati, farcire con il composto, arrotolare come un piccolo strudel, spennellare  con l'uovo sbattuto, spolverare di parmigiano e semi di chia. Posare su teglia, cuocere in forno caldo a 180&#176; per ca. 20 o 30 minuti. Servire a fette spesse e croccanti.","8/5/2015"
"6847","antipasti stuzzichini","Insalata calda di polpo e patate  di Igles Corelli","polipo-patate viola-patate gialle-salicornia-prezzemolo-capperi-olio-pepe-aglio-sugo di pomodoro","Lessare il polpo. A parte lessare le patate, poi sbucciare. Scottare la salicornia, scolare. In un bel piatto disporre una fila di fette di patate, alternando quelle viole a quelle gialle, sopra disporre i tentacoli, tagliati a pezzi e qualche cappero tritato. Sopra qualche foglia di basilico o prezzemolo e dei tocchetti di salicornia. Irrorare il tutto con un po' di olio  all'aglio caldissimo. Attorno qualche goccia di sugo di pomodoro. N.B. Corelli il polpo lo &quot;lessa&quot; in olio profondo. P.S. Alternativa di presentazione: vasetto di vetro (tipo Bormioli con tappo) dove gli ingredienti vengono disposti a strati alternatii e al posto delle gocce di sugo di pomodoro, aggiungere un pomodoro datterino tagliato a met&#224; e qualche oliva taggiasca. Al momento di servire si possono scaldare a bagnomaria, dato che per comodit&#224; si possono preparare anche il giorno prima.","5/10/2015"
"6848","riso","Risotto della Principessa Charlotte","300 riso Carnaroli-40 burro-50 carotine-50 favette-50 zucchine-50 piselli-20 sedano-100 caprino della Valsassina-50 parmigiano-maggiorana-vino bianco Verdicchio di Jesi-sale-pepe-1 lt. brodo vegetale","Pulire e tagliare a dadini le verdure e con gli scarti fare il brodo vegetale. In un tegame rosolare con il burro tutte le verdurine poi unire il riso, tostare bene poi sfumare con il vino bianco. Quindi portare a cottura aggiungendo poco per volta il brodo vegetale caldo. Quando il riso &#232; cotto, al dente, togliere dal fuoco e mantecare con il caprino, il parmigiano, la maggiorana ed il burro. Riposare per pochi minuti prima di servire all'onda. Guarnire con fiori di primula o violetta.","17/5/2015"
"6849","pasta","Orecchiette ai pomodori e pesce spada e mollica al basilico di Barzetti","400 pasta orecchiette-2 fette di pesce spada-300 pomodorini datterini-150 pomodori quasi verdi-15 scaglie di mandorle-100 olive nere di Cerignola-fetta pane di Altamura-basilico-olio","Sbriciolare il pane e abbrustolire in padella con l'olio ed il basilico. Tagliare a dadini il pesce spada, in una terrina condire con un filo di olio e basilico poi saltare in padella molto calda per 3 minuti poi tenere da parte. Tagliare anche i pomodorini datterino poi in una ciotola condire con l'olio che abbiamo fatto scaldare in una padellino con le scaglie di mandorle; conservare in frigorifero anche il giorno prima. Poi con un minipimer frullare le olive snocciolate il pomodoro verde  ed il basilico. Cuocere la pasta al dente, scolare versare in una terrina con il pesto di olive e pomodori e amalgamare bene. Servire con sopra la dadolata di datterini ed un po' di pane abbrustolito.","20/5/2015"
"6850","secondi di carne","Tartare di Scottona Piemontese  alla Vittorio","400 polpa di manzo o filetto di Scottona piemontese-1 c. di capperi-7 cetriolini sott'aceto-x condire : emulsione di olio-succo di limone-pepe-1 c.ino di senape-gocce di Worchester","Tagliare a dadini molto piccoli la carne e se piace pi&#249; fine battere anche con il dorso del coltello. Tritare finemente i capperi dissalati ed i cetriolini. In una ciotola unire il trito alla carne e condire (un'ora prima di servire) con l'emulsione di olio, succo di limone, senape, pepe, e qualche goccia di Worchester. Servire dando una forma rotonda con un copapasta o a cupolina al centro di un bel piatto accompagnandola ad una bella insalatina o meglio ancora con lamelle di funghi porcini o di parmigiano reggiano o &quot;potendo&quot; di Tartufo d'Alba !!! N.B. Per fare una cosa moderna anche con una base di primo sale.","17/8/2016"
"6851","secondi di pesce","Scamponi al sale","1 kg. scamponi freschi-2 kg. sale grosso-1 kg. sale fino-acqua","In una terrina mescolare il sale grosso con il sale fino, aggiungere l'acqua  sino a renderlo umido. Stendere met&#224; del sale in una teglia da forno, poi fare uno strato di scampi, ricoprire con l'altra parte di sale. Fare aderire bene. cuocere in forno caldo a 170&#176; per 20 minuti. Servire gli scampi, ben scrollati dal sale.","17/7/2015"
"6852","desserts","Torta  &quot;Tenerina&quot; di Santin","200 cioccolato fondente al 55%-100 zucchero-100 burro-60 farina-4 albumi-4 tuorli-zucchero a velo","In una planetaria montare gli albumi con lo zucchero, inserendolo poco per volta. Sciogliere a bagno maria il cioccolato con il burro, poi unire , uno alla volta, i tuorli; quindi unire la farina setacciata. Per ultimo unire all'impasto gli albumi montati, delicatamente con una spatola. Versare in uno stampo di cm. 22, foderato con carta forno, e cuocere in forno caldo a 180&#176; per 15 max 20 minuti. Il dolce &#232; pronto quando si forma una crosticina sulla superficie. Lasciare raffreddare prima di sformare. Servire spolverata con zucchero a velo.","23/7/2015"
"6853","secondi di carne","Tartare di petto di anatra","petto anatra-capperi-sale di Cervia-olio-pan carr&#233;-foglie di ostrica-aceto balsamico o purea di lamponi o ribes","Tagliare a dadini piccolissimi la polpa di anatra, condire con i capperini, il sale ed un filo di olio. Per presentare il piatto fare una strisciatina di purea di lamponi (o ribes o di aceto balsamico), nel piatto poi con uno stampino fare un dischetto di carne e ricoprire con dadini di pane tostato, guarnire con una foglia di ostrica ( o misticanza) ed un filo di olio a crudo. N.B. Pu&#242; essere benissimo anche un antipasto.","1/8/2015"
"6854","riso","Risotto con funghi porcini e robiola  di Alciati","280 riso Carnaroli-40 burro-60 parmigiano-150 funghi porcini-100 robiola di Roccaverano-100 latte","In un tegame sciogliere il burro e rosolare i funghi tagliati a dadini per qualche minuto, salare, pepare e poi frullare il tutto con un po' di latte per fare una crema. A parte sempre con un minipimer frullare la robiola con l'altra met&#224; del latte e tenere da parte. Quindi in un tegame tostare a secco il riso per ca. 2 o 3 minuti, poi iniziare ad aggiungere l'acqua bollente salata, poco per volta per portare a cottura il riso. Quindi mantecare con il parmigiano ed il burro. Impiattare le porzioni in un bel piatto facendo uno strato circolare di riso e sopra disegnare 2 spirali concentriche ed adiacenti : 1 crema di funghi, 2 di crema di robiola di Roccaverano e sopra un pochino di polvere di funghi secchi macinati.","20/8/2015"
